3,9,3,6,12
2022-04-02 23:07:05,0.33,0.32,0.12,0.29
2022-04-02 23:08:05,0.3,0.99,0.09,0.27
2022-04-02 23:09:05,0.3,0.35,0.09,0.27
2022-04-02 23:10:05,0.3,0.31,0.1,0.27
2022-04-02 23:11:05,0.3,0.31,0.09,0.27
2022-04-02 23:12:05,0.3,0.32,0.09,0.27
2022-04-02 23:13:05,0.3,0.32,0.09,0.27
2022-04-02 23:14:05,0.3,0.3,0.09,0.27
2022-04-02 23:15:05,0.3,0.3,0.09,0.27
2022-04-02 23:16:05,0.3,0.3,0.09,0.27
2022-04-02 23:17:05,0.3,0.3,0.09,0.27
2022-04-02 23:18:05,0.3,0.3,0.09,0.27
2022-04-02 23:19:05,0.3,0.3,0.09,0.27
2022-04-02 23:20:05,0.3,0.3,0.09,0.27
2022-04-02 23:21:05,0.3,0.3,0.09,0.27
2022-04-02 23:22:05,0.3,0.3,0.09,0.27
2022-04-02 23:23:05,0.3,0.3,0.09,0.27
2022-04-02 23:24:05,0.3,0.3,0.09,0.28
2022-04-02 23:25:05,0.3,0.3,0.09,0.27
2022-04-02 23:26:05,0.3,0.3,0.09,0.28
2022-04-02 23:27:05,0.3,0.3,0.09,0.28
2022-04-02 23:28:05,0.3,0.3,0.09,0.28
2022-04-02 23:29:05,0.3,0.3,0.09,0.27
2022-04-02 23:30:05,0.3,0.3,0.09,0.26
2022-04-02 23:31:05,0.3,0.3,0.09,0.27
2022-04-02 23:32:05,0.3,0.3,0.09,0.27
2022-04-02 23:33:05,0.3,0.3,0.09,0.26
2022-04-02 23:34:05,0.3,0.3,0.09,0.27
2022-04-02 23:35:05,0.3,0.3,0.1,0.27
2022-04-02 23:36:05,0.3,0.3,0.09,0.26
2022-04-02 23:37:05,0.3,0.3,0.09,0.28
2022-04-02 23:38:05,0.3,0.3,0.09,0.28
2022-04-02 23:39:05,0.3,0.3,0.09,0.26
2022-04-02 23:40:05,0.3,0.3,0.09,0.26
2022-04-02 23:41:05,0.3,0.3,0.09,0.26
2022-04-02 23:42:05,0.3,0.3,0.09,0.26
2022-04-02 23:43:05,0.3,0.3,0.01,0.27
2022-04-02 23:44:05,0.3,0.3,0.01,0.27
2022-04-02 23:45:05,0.3,0.3,0.01,0.27
2022-04-02 23:46:05,0.32,0.3,0.01,0.27
2022-04-02 23:47:05,0.32,0.3,0.01,0.27
2022-04-02 23:48:05,0.32,0.3,0.01,0.26
2022-04-02 23:49:05,0.32,0.3,0.01,0.26
2022-04-02 23:50:05,0.3,0.3,0.01,0.26
2022-04-02 23:51:05,0.3,0.3,0.01,0.28
2022-04-02 23:52:05,0.3,0.3,0.0,0.28
2022-04-02 23:53:05,0.3,0.3,0.01,0.28
2022-04-02 23:54:05,0.3,0.3,0.0,0.26
2022-04-02 23:55:05,0.3,0.3,0.0,0.26
2022-04-02 23:56:05,0.3,0.3,0.0,0.26
2022-04-02 23:57:05,0.3,0.3,0.0,0.26
2022-04-02 23:58:05,0.3,0.3,0.0,0.26
2022-04-02 23:59:05,0.3,0.3,0.0,0.26
2022-04-03 00:00:05,0.3,0.3,0.0,0.26
